Name,Platform,Year,Genre,Publisher,NA_,EU_,JP_,Other_,Global_,C_Score,U_Score,Rating
Disney'sParty,GC,2002,Misc,Electronic Arts,0.19,0.05,0,0,0.24,39,7.8,E
TurnItAround,DS,2006,Action,505 Games,0.18,0,0,0,0.18,39,4.5,E
Inkheart,DS,2009,Adventure,DreamCatcher Interactive,0.14,0,0,0,0.14,39,2.2,E
GarfieldGetsReal,DS,2009,Action,Zushi Games,0,0.14,0,0,0.14,39,tbd,E
RavenSquad:OperationHiddenDagger,PC,2009,Shooter,Evolved Games,0.14,0,0,0,0.14,39,3.1,T
ChickenHunter,DS,2007,Shooter,Phoenix Games,0.13,0,0,0,0.13,39,tbd,E10+
CarnivalGames:MiniGolf,Wii,2008,Sports,Take-Two Interactive,5.73,3.6,0,1,10.4,38,5.7,E
TheSimpsonsSkateboarding,PS2,2002,Sports,Electronic Arts,1.71,4.29,0,1.29,7.24,38,5,T
TonyHawk:Shred,Wii,2010,Sports,Activision,3,0.85,0,0.31,4.15,38,7,E
StarWarsEpisodeII:AttackoftheClones,GBA,2002,Action,THQ,2.62,0.95,0,0.05,3.67,38,5,E
HarryPotterandtheDeathlyHallows-Part1,X360,2010,Action,Electronic Arts,1.62,1.54,0,0.31,3.46,38,5,T
HarryPotterandtheDeathlyHallows-Part1,PS3,2010,Action,Electronic Arts,1,1.54,0,0.54,3,38,2.8,T
Terminator3:RiseoftheMachines,PS2,2003,Action,Atari,1.4,1.1,0,0.35,2.9,38,6.3,T
LooneyTunes:AcmeArsenal,PS2,2007,Action,Warner Bros. Interactive Entertainment,1.19,0.94,0,0.31,2.38,38,3.9,E10+
Avatar:TheLastAirbender-TheBurningEarth,DS,2007,Action,THQ,1.94,0,0,0.19,2.13,38,,
DoratheExplorer:DoraSavestheCrystalKingdom,Wii,2009,Misc,Take-Two Interactive,1.71,0,0,0.14,1.86,38,tbd,E
RockRevolution,X360,2008,Misc,Konami Digital Entertainment,1.67,0,0,0.13,1.8,38,5.1,T
StarWarsTheCloneWars:RepublicHeroes,PS2,2009,Action,LucasArts,1.21,0.07,0,0.57,1.79,38,8.3,T
TheMummy:TomboftheDragonEmperor,PS2,2008,Action,Vivendi Games,0.8,0.67,0,0.2,1.67,38,6.8,T
PuttySquad,PS4,2013,Platform,System 3,0.6,0.7,0,0.3,1.6,38,2.9,E10+
Avatar:TheLastAirbender-TheBurningEarth,Wii,2007,Action,THQ,1.44,0,0,0.13,1.56,38,,
PureFutbol,X360,2010,Sports,Ubisoft,0.62,0.62,0,0.15,1.38,38,7.9,E
DeadorAliveParadise,PSP,2010,Misc,Ubisoft Annecy,0.54,0.15,0.54,0.15,1.38,38,5.6,M
VampireRain,X360,2007,Action,Microsoft Game Studios,1.13,0,0.06,0.06,1.31,38,2.9,M
NarutoShippuden:DragonBladeChronicles,Wii,2009,Action,505 Games,0.79,0.07,0.36,0.07,1.29,38,3,E10+
SteelBattalion:HeavyArmor,X360,2012,Misc,Capcom,0.73,0.18,0.18,0.09,1.18,38,2.4,M
Thor:GodofThunder,X360,2011,Action,Sega,0.75,0.33,0,0.08,1.17,38,5.7,T
BurnoutLegends,DS,2005,Racing,Electronic Arts,0.83,0.11,0,0.06,1,38,6,E
ArcticTale,DS,2007,Adventure,Zoo Digital Publishing,0.81,0,0,0.06,0.88,38,tbd,E
CharmGirlsClub:MyPerfectProm,DS,2009,Simulation,Electronic Arts,0.79,0,0,0.07,0.86,38,tbd,E
MasterJinJin'sIQChallenge,DS,2006,Misc,505 Games,0.76,0,0,0.06,0.82,38,tbd,E
Avatar:TheLastAirbender-TheBurningEarth,X360,2007,Action,THQ,0.69,0.06,0,0.06,0.81,38,,
Driven,PS2,2001,Racing,BAM! Entertainment,0.36,0.27,0,0.09,0.68,38,3.4,T
PimpMyRide,X360,2006,Racing,Activision,0.59,0,0,0.06,0.65,38,3.8,T
DoratheExplorer:DoraSavestheCrystalKingdom,PS2,2009,Misc,Take-Two Interactive,0.36,0.29,0,0.07,0.64,38,tbd,E
PlaymobilCircus,Wii,2009,Action,Mindscape,0.43,0.14,0,0.07,0.64,38,tbd,E
RavenSquad:OperationHiddenDagger,X360,2009,Shooter,Evolved Games,0.57,0.07,0,0.07,0.64,38,3.5,T
DivaGirls:DivasonIce,Wii,2009,Sports,505 Games,0.5,0,0,0.07,0.57,38,tbd,E
1vs.100,DS,2008,Misc,DSI Games,0.53,0,0,0.07,0.53,38,3.2,E
FarCryVengeance,Wii,2006,Shooter,Ubisoft,0.35,0.06,0,0.06,0.47,38,5.3,M
DivaGirls:DivasonIce,DS,2009,Sports,505 Games,0.36,0,0,0,0.43,38,tbd,E
Kengo:LegendofThe9,X360,2006,Fighting,Majesco Entertainment,0.35,0.06,0,0.06,0.41,38,4.1,M
MonsterGarage,XB,2004,Strategy,Activision Value,0.26,0.05,0,0,0.32,38,tbd,T
AttackoftheMovies3D,X360,2010,Shooter,Majesco Entertainment,0.31,0,0,0,0.31,38,1.7,T
BubbleBobbleRevolution,DS,2005,Puzzle,Atari,0.22,0,0,0,0.28,38,6.2,E
Turbo:SuperStuntSquad,PS3,2013,Sports,D3Publisher,0,0.1,0,0,0.2,38,tbd,E
TheRippingFriends,GBA,2002,Action,THQ,0.14,0.05,0,0,0.19,38,tbd,E
LegendoftheDragon,PSP,2007,Fighting,Game Factory,0.19,0,0,0,0.19,38,tbd,T
B-17:FortressintheSky,DS,2007,Simulation,DSI Games,0.13,0,0,0,0.13,38,tbd,E10+
MotocrossMania3,XB,2005,Racing,Take-Two Interactive,0.06,0,0,0,0.11,38,3.6,T
EvolutionSnowboarding,PS2,2002,Sports,Konami Digital Entertainment,0.05,0.05,0,0,0.1,38,tbd,T
GameParty3,Wii,2009,Puzzle,Warner Bros. Interactive Entertainment,10,1.14,0,0.86,12,37,tbd,E
FordRacingOffRoad,Wii,2008,Racing,Xplosiv,0.4,2.6,0,0.07,3.13,37,6.3,E
FordRacingOffRoad,PS2,2008,Racing,Xplosiv,0.67,0.53,0,0.2,1.33,37,tbd,E
WorldSeriesofPoker,PSP,2005,Misc,Activision,1.06,0,0,0.11,1.17,37,6.4,E10+
Ready2RumbleRevolution,Wii,2009,Sports,Atari,1.07,0,0,0.07,1.14,37,tbd,T
GoosebumpsHorrorLand,Wii,2008,Adventure,Scholastic Inc.,1,0,0,0.07,1.07,37,3.5,E10+
Blackwater,X360,2011,Shooter,505 Games,0.75,0.17,0,0.08,1,37,4.5,T
HourofVictory,X360,2007,Shooter,Midway Games,0.63,0.06,0,0.06,0.81,37,3,T
HarryPotterandtheDeathlyHallows-Part1,PC,2010,Action,Electronic Arts,0.62,0.15,0,0.08,0.77,37,4.1,T
TMNT,PSP,2007,Action,Ubisoft,0.63,0,0,0.06,0.69,37,4.1,E10+
QuantumTheory,X360,2010,Shooter,Tecmo Koei,0.46,0.15,0,0.08,0.69,37,3.6,M
FightClub,XB,2004,Fighting,Vivendi Games,0.42,0.11,0,0,0.58,37,4.7,M
SpeedZone,Wii,2009,Racing,Bethesda Softworks,0.07,0.36,0,0.07,0.5,37,3.8,E
AquaTeenHungerForce:ZombieNinjaPro-Am,PS2,2007,Racing,Midway Games,0.19,0.19,0,0.06,0.44,37,5.9,M
LegendoftheDragon,Wii,2007,Fighting,Game Factory,0.38,0,0,0,0.38,37,4.8,T
DeadliestWarrior:AncientCombat,X360,2012,Fighting,Cloud Imperium Games Corporation,0.36,0,0,0,0.36,37,6.3,M
DukeNukem:LandoftheBabes,PS,2000,Shooter,Atari,0.17,0.13,0,0,0.35,37,6.8,M
EscapefromBugIsland,Wii,2006,Action,Eidos Interactive,0.24,0.06,0.06,0,0.35,37,5,M
WonderWorldAmusementPark,Wii,2008,Misc,Majesco Entertainment,0.27,0,0,0,0.33,37,4.5,E
MightyBeanz:PocketPuzzles,GBA,2004,Puzzle,Majesco Entertainment,0.21,0.05,0,0,0.32,37,tbd,E
Tenchu:DarkSecret,DS,2006,Action,From Software,0.18,0,0.06,0,0.29,37,5.1,T
BackyardBaseball'09,Wii,2008,Sports,Atari,0.27,0,0,0,0.27,37,7.8,E
PocketPool,PSP,2007,Action,Conspiracy Entertainment,0.25,0,0,0,0.25,37,tbd,M
NapoleonDynamite:TheGame,PSP,2007,Puzzle,Crave Entertainment,0.19,0,0,0,0.25,37,4.6,E10+
Shifters,PS2,2002,Adventure,3DO,0.14,0.1,0,0.05,0.24,37,5.9,T
MikeTysonHeavyweightBoxing,XB,2002,Sports,Codemasters,0.14,0.05,0,0,0.24,37,tbd,T
DoubleSequence:TheQ-VirusInvasion,DS,2008,Puzzle,Zoo Digital Publishing,0.07,0,0,0,0.07,37,tbd,E
UltimateBoardGameCollection,PS2,2006,Misc,Xplosiv,0.06,0,0,0,0.06,37,tbd,E
Sniper:ArtofVictory,PC,2008,Shooter,City Interactive,0,3,0,0.2,3.27,36,3.6,M
FantasticFour:RiseoftheSilverSurfer,PS2,2007,Action,Take-Two Interactive,1.19,0.94,0,0.31,2.44,36,6.4,T
NBALive14,XOne,2013,Sports,Electronic Arts,1.6,0.2,0,0.2,2,36,3.1,E
Beyblade:MetalFusion,DS,2009,Role-Playing,Hudson Soft,0.5,0.21,1,0.07,1.79,36,tbd,E
CharlieandtheChocolateFactory,GBA,2005,Adventure,Global Star,1.22,0.44,0,0.06,1.67,36,3.8,E
KungFuRider,PS3,2010,Action,Sony Computer Entertainment,0.46,0.69,0.08,0.23,1.54,36,3.7,E10+
PowerGig:RiseoftheSixString,PS3,2010,Misc,Unknown,1,0,0,0.08,1.08,36,0.5,T
FightClub,PS2,2004,Fighting,Vivendi Games,0.47,0.37,0,0.11,0.95,36,4.4,M
TeenageMutantNinjaTurtles:ArcadeAttack,DS,2009,Action,Ubisoft,0.86,0,0,0.07,0.93,36,4.8,E10+
PowerGig:RiseoftheSixString,X360,2010,Misc,Unknown,0.85,0,0,0.08,0.92,36,2.1,T
Risen3:TitanLords,PS3,2014,Role-Playing,Deep Silver,0.22,0.56,0,0.11,0.89,36,3.7,M
X-Men:Destiny,Wii,2011,Action,Activision,0.58,0.17,0,0.08,0.83,36,4.5,T
ShrekExtraLarge,GC,2002,Platform,TDK Mediactive,0.62,0.14,0,0,0.81,36,5.6,T
DeadliestCatch:SeaofChaos,X360,2010,Sports,Crave Entertainment,0.62,0,0,0.08,0.69,36,tbd,E10+
Paris-DakarRally,PS2,2001,Racing,Acclaim Entertainment,0.36,0.27,0,0.09,0.68,36,3.9,E
Damnation,PS3,2009,Shooter,Codemasters,0.5,0.07,0,0.07,0.64,36,2.8,M
JeremyMcGrathSupercrossWorld,GC,2002,Racing,Acclaim Entertainment,0.43,0.1,0,0,0.57,36,5.6,E
Damnation,X360,2009,Shooter,Codemasters,0.43,0.07,0,0.07,0.5,36,5.6,M
TheHistoryChannel:BattleforthePacific,PS3,2008,Shooter,Activision,0.47,0,0,0.07,0.47,36,2.4,T
DaveMirraBMXChallenge,Wii,2007,Sports,505 Games,0.38,0,0,0.06,0.44,36,tbd,E
AirConflicts:AcesofWorldWarII,PSP,2009,Simulation,Graffiti,0.36,0,0,0,0.36,36,tbd,T
IHRAProfessionalDragRacing2005,XB,2004,Racing,Bethesda Softworks,0.21,0.05,0,0,0.32,36,tbd,E
DisneySportsSkateboarding,GC,2002,Sports,Konami Digital Entertainment,0.24,0.05,0,0,0.29,36,4.7,E
TheSumofAllFears,GC,2003,Shooter,Ubisoft,0.15,0.05,0,0,0.15,36,3.4,T
Grey'sAnatomy:TheVideoGame,PC,2009,Adventure,Ubisoft,0,0.14,0,0,0.14,36,3.9,T
ArmyMen:MajorMalfunction,XB,2006,Shooter,Global Star,0.06,0,0,0,0.12,36,4,T
TheGoldenCompass,Wii,2007,Action,Sega,1.63,1.75,0,0.44,3.75,35,6.8,E10+
ZhuZhuPets:FeaturingTheWildBunch,Wii,2010,Simulation,Activision,2.31,0.23,0,0.23,2.77,35,tbd,E
Imagine:SalonStylist,DS,2009,Simulation,Ubisoft,1.64,0.71,0,0.21,2.64,35,tbd,E
HighRollersCasino,PS2,2004,Misc,Mud Duck Productions,1.05,0.84,0,0.26,2.21,35,tbd,E
CharlieandtheChocolateFactory,PS2,2005,Adventure,Global Star,0.94,0.72,0,0.22,1.94,35,4.1,E
NCIS,X360,2011,Adventure,Ubisoft,0.83,0.17,0,0.08,1.17,35,4.7,T
JeremyMcGrathSupercrossWorld,PS2,2001,Racing,Acclaim Entertainment,0.5,0.41,0,0.14,1.05,35,3.4,T
ValhallaKnights:EldarSaga,Wii,2009,Role-Playing,Rising Star Games,0.71,0.07,0.07,0.07,1,35,6.7,T
BadBoys:MiamiTakedown,XB,2004,Shooter,Empire Interactive,0.74,0.21,0,0.05,0.95,35,5.9,M
GoPlay:CircusStar,Wii,2009,Action,Majesco Entertainment,0.86,0,0,0.07,0.86,35,tbd,E10+
MountainSports,Wii,2009,Sports,Activision,0.79,0,0,0.07,0.86,35,tbd,E
YamahaSupercross,DS,2009,Racing,Zoo Digital Publishing,0.71,0,0,0.07,0.79,35,tbd,E
Elf:TheMovie,GBA,2004,Action,Crave Entertainment,0.53,0.21,0,0,0.79,35,tbd,E
FugitiveHunter:WaronTerror,PS2,2003,Shooter,Play It,0.35,0.3,0,0.1,0.75,35,5,M
WorldDestructionLeague:ThunderTanks,PS,2000,Action,3DO,0.39,0.26,0,0.04,0.74,35,1.2,T
ArmyMen:SoldiersofMisfortune,DS,2008,Shooter,Zoo Games,0.67,0,0,0.07,0.73,35,tbd,E
7DaystoDie,XOne,2016,Action,Telltale Games,0.43,0.29,0,0,0.71,35,5.2,M
Terminator3:RiseoftheMachines,XB,2003,Action,Atari,0.55,0.15,0,0.05,0.7,35,2,T
HighRollersCasino,XB,2004,Misc,Mud Duck Productions,0.53,0.16,0,0,0.68,35,7.8,E
ATV:QuadFrenzy,DS,2005,Racing,Majesco Entertainment,0.56,0,0,0.06,0.61,35,tbd,E
ShellShock2:BloodTrails,PS3,2009,Shooter,Eidos Interactive,0.29,0.21,0,0.07,0.57,35,4.8,M
Infernal:Hell'sVengeance,X360,2009,Shooter,Playlogic Game Factory,0.43,0.07,0,0.07,0.57,35,5.3,M
YamahaSupercross,Wii,2009,Racing,Zoo Digital Publishing,0.36,0.07,0,0.07,0.5,35,tbd,E
EnemyFront,X360,2014,Shooter,Namco Bandai Games,0.22,0.22,0,0,0.44,35,5.8,M
RealTimeConflict:ShogunEmpires,DS,2005,Strategy,Namco Bandai Games,0.33,0,0,0,0.39,35,5.6,E10+
TheHistoryChannel:BattleforthePacific,X360,2007,Shooter,Activision,0.31,0,0,0,0.38,35,6.1,T
ShowtimeChampionshipBoxing,Wii,2007,Fighting,Zoo Digital Publishing,0.38,0,0,0,0.38,35,4.7,E10+
BadBoys:MiamiTakedown,GC,2004,Shooter,Empire Interactive,0.16,0.05,0,0,0.26,35,2,M
FantasticFour:RiseoftheSilverSurfer,DS,2007,Action,Take-Two Interactive,0.25,0,0,0,0.25,35,4.8,E10+
SuperBlackBassFishing,DS,2005,Sports,Majesco Entertainment,0.22,0,0,0,0.22,35,tbd,E
StreetJamBasketball,GBA,2004,Sports,Zoo Digital Publishing,0.11,0.05,0,0,0.16,35,8,E
SittingDucks,GBA,2003,Platform,LSP Games,0.1,0.05,0,0,0.15,35,tbd,E
GeorgeoftheJungleandtheSearchfortheSecret,Wii,2008,Platform,Ignition Entertainment,0.13,0,0,0,0.13,35,4,E
IHRADragRacing:SportsmanEdition,XB,2006,Racing,Bethesda Softworks,0.06,0,0,0,0.12,35,tbd,E10+
AntzExtremeRacing,XB,2002,Racing,Empire Interactive,0.05,0,0,0,0.1,35,8.7,E
TheWildWest,DS,2007,Action,Majesco Entertainment,0.06,0,0,0,0.06,35,tbd,E10+
TheWalkingDead:SurvivalInstinct,PS3,2013,Shooter,Activision,2.8,1.5,0,0.8,5.1,34,3.6,M
ClashofElementalists,DS,2010,Action,Level 5,0,0,3.62,0,3.62,34,tbd,T
MotocrossMania,PS,2001,Racing,Take-Two Interactive,2,1.36,0,0.23,3.59,34,5.3,E
SixFlagsFunPark,DS,2008,Misc,Brash Entertainment,1.13,0,0,0.07,1.2,34,7,E
AstroBoy:TheVideoGame,DS,2009,Action,D3Publisher,0.64,0,0,0.07,0.71,34,tbd,E
MarvelNemesis:RiseoftheImperfects,DS,2005,Fighting,Electronic Arts,0.44,0,0,0.06,0.44,34,6.5,E10+
McFarlane'sEvilProphecy,PS2,2004,Action,Konami Digital Entertainment,0.16,0.16,0,0.05,0.37,34,3.2,M
MarchofthePenguins,DS,2006,Adventure,Zoo Digital Publishing,0.24,0,0,0,0.29,34,1.7,E
GoldandGlory:TheRoadtoElDorado,PS,2000,Adventure,Ubisoft,0.13,0.09,0,0,0.26,34,tbd,E
Bomberman:ActZero,X360,2006,Puzzle,Konami Digital Entertainment,0.24,0,0,0,0.24,34,2.2,T
CallofDutyBlackOps:Declassified,PSV,2012,Action,Activision,6.45,3.91,0.64,2.36,13.36,33,4.8,M
GamePartyinMotion,X360,2010,Misc,Warner Bros. Interactive Entertainment,2.77,1.31,0,0.38,4.46,33,3.7,E
FarmingSimulator2013,X360,2013,Simulation,Focus Home Interactive,2.2,1.3,0,0.4,3.8,33,6.2,E
ATVQuadKings,Wii,2009,Racing,Zoo Digital Publishing,1.43,0,0,0.07,1.57,33,tbd,E
VegasParty,Wii,2010,Misc,Unknown,1.15,0,0,0.08,1.23,33,tbd,T
MobileSuitGundam:Crossfire,PS3,2006,Simulation,Namco Bandai Games,0.35,0,0.82,0.06,1.18,33,5.1,T
BeyBladeVForce:SuperTournamentBattle,GC,2002,Action,Atari,0.76,0.19,0,0.05,1,33,7.5,E
LegendoftheGuardians:TheOwlsofGa'Hoole,DS,2010,Action,Warner Bros. Interactive Entertainment,0.85,0.08,0,0.08,0.92,33,tbd,E10+
Megamind:UltimateShowdown,X360,2010,Action,THQ,0.54,0.31,0,0.08,0.92,33,4.3,E10+
XRebirth,PC,2013,Simulation,Koch Media,0,0.8,0,0,0.8,33,3.3,T
ShrekSuperParty,XB,2002,Misc,TDK Mediactive,0.48,0.14,0,0,0.62,33,8,E
VanHelsing,GBA,2004,Action,Activision,0.37,0.16,0,0,0.53,33,6.3,T
X-Men:Destiny,DS,2011,Action,Activision,0.42,0.08,0,0,0.5,33,5.6,E10+
Target:Terror,Wii,2008,Shooter,Konami Digital Entertainment,0.4,0,0,0.07,0.47,33,2.7,M
AlvinandtheChipmunks,PS2,2007,Misc,Brash Entertainment,0.25,0.19,0,0.06,0.44,33,4.5,E
MonsterTrucksDS,DS,2005,Racing,Majesco Entertainment,0.39,0,0,0.06,0.44,33,,E
SupermanReturns,DS,2006,Action,Electronic Arts,0.41,0,0,0.06,0.41,33,4.9,E
ShowtimeChampionshipBoxing,DS,2007,Fighting,Zoo Digital Publishing,0.38,0,0,0,0.38,33,tbd,E10+
MorphX,X360,2010,Shooter,505 Games,0.38,0,0,0,0.38,33,6.6,M
AniMates!,DS,2007,Simulation,Lexicon Entertainment,0.13,0,0,0,0.19,33,2.5,E
ChicagoEnforcer,XB,2005,Shooter,Kemco,0.11,0,0,0,0.11,33,2.8,M
DragonBooster,DS,2005,Shooter,Konami Digital Entertainment,0.11,0,0,0,0.11,33,7,E
TheWalkingDead:SurvivalInstinct,X360,2013,Shooter,Activision,4.6,1.1,0,0.5,6.3,32,4,M
Frogger:TheGreatQuest,PS2,2001,Platform,Konami Digital Entertainment,2.73,2.14,0,0.73,5.59,32,4.6,E
FightersUncaged,X360,2010,Fighting,Ubisoft,2.38,1.77,0,0.46,4.62,32,4.6,T
SonicBoom:RiseofLyric,WiiU,2014,Action,Sega,2.11,1,0,0.33,3.44,32,3.6,E10+
TonyHawk'sProSkater5,PS4,2015,Sports,Activision,1.13,1,0,0.38,2.63,32,1.5,T
BruceLee:QuestoftheDragon,XB,2002,Fighting,Universal Interactive,1.1,0.33,0,0.05,1.48,32,2.4,T
DodgeRacing:ChargervsChallenger,Wii,2009,Racing,Zushi Games,0.79,0,0,0.07,0.86,32,tbd,E
TriggerMan,PS2,2004,Shooter,Play It,0.42,0.32,0,0.11,0.84,32,4.8,T
EscapeDeadIsland,X360,2014,Action,Deep Silver,0.33,0.44,0,0.11,0.78,32,3.8,M
RollingStone:DrumKing,Wii,2009,Misc,505 Games,0.64,0,0,0.07,0.71,32,1.8,T
JengaWorldTour,DS,2007,Misc,Atari,0.5,0,0,0.06,0.56,32,tbd,E
DaveMirraBMXChallenge,PSP,2006,Sports,Oxygen Interactive,0.35,0,0,0.06,0.41,32,4.6,E
LandoftheDead:RoadtoFiddler'sGreen,XB,2005,Shooter,Groove Games,0.28,0.06,0,0,0.33,32,5.8,M
PoolParty,Wii,2007,Sports,SouthPeak Games,0.25,0,0,0,0.31,32,0.7,E
KabukiWarriors,XB,2001,Action,Genki,0.23,0.05,0,0,0.27,32,2.5,M
DodgeRacing:ChargervsChallenger,DS,2009,Racing,Zushi Games,0.21,0,0,0,0.21,32,tbd,E
Women'sVolleyballChampionship,PS2,2007,Sports,Spike,0,0,0.19,0,0.19,32,4,E
ESPN:SportsConnection,WiiU,2012,Sports,Ubisoft,1.82,1.09,0,0.27,3.27,31,2.7,E
RapalaFishingFrenzy2009,PS3,2008,Sports,Activision,1.07,0,0,0.07,1.13,31,4.4,E
TruthorLies,Wii,2010,Misc,THQ,0.31,0.38,0,0.08,0.77,31,tbd,T
TruthorLies,PS3,2010,Misc,THQ,0.46,0.15,0,0.08,0.69,31,tbd,T
MadDogMcCree:GunslingerPack,Wii,2009,Shooter,Majesco Entertainment,0.5,0,0,0.07,0.57,31,5,T
DinoDini'sKickOffRevival,PS4,2016,Sports,Avanquest,0,0.29,0,0,0.29,31,4.5,
TriggerMan,XB,2004,Shooter,Crave Entertainment,0.16,0.05,0,0,0.26,31,tbd,T
CIDTheDummy,Wii,2009,Platform,Oxygen Interactive,0.14,0,0,0,0.21,31,tbd,E10+
ToyShop,DS,2008,Simulation,Majesco Entertainment,0.2,0,0,0,0.2,31,5.4,E
AntzExtremeRacing,PS2,2002,Racing,Empire Interactive,0.1,0.1,0,0.05,0.19,31,5,E
Zoey101:FieldTripFiasco,DS,2007,Action,THQ,0.13,0,0,0,0.13,31,tbd,E
JillianMichaels'FitnessUltimatum2009,Wii,2008,Sports,Deep Silver,6.4,1.33,0,0.73,8.47,30,2,E
WCWNitro,PS,1998,Fighting,THQ,5.68,1.44,0.12,0.28,7.52,30,,
Barbie:GroomandGlamPups,DS,2010,Action,THQ,1.92,1.08,0,0.31,3.31,30,tbd,E
BarbieasTheIslandPrincess,Wii,2007,Adventure,Activision,2.63,0,0,0.19,2.81,30,tbd,E
JuniorClassicGames,DS,2009,Misc,Avanquest,1.86,0.64,0,0.21,2.71,30,tbd,E
BarbieasTheIslandPrincess,DS,2007,Adventure,Activision,1.75,0.06,0,0.13,1.94,30,tbd,E
BarbieasTheIslandPrincess,GBA,2007,Adventure,Activision,1,0.38,0,0,1.44,30,,
ShrekSuperParty,PS2,2002,Misc,TDK Mediactive,0.67,0.52,0,0.19,1.38,30,5.1,E
Bratz:ForeverDiamondz,GC,2006,Adventure,THQ,1,0.24,0,0.06,1.24,30,tbd,E
ThePowerpuffGirls:ChemicalX-Traction,PS,2001,Action,BAM! Entertainment,0.64,0.45,0,0.09,1.14,30,6.3,E
BarbieasTheIslandPrincess,PS2,2007,Adventure,Activision,0.38,0.25,0,0.13,0.75,30,tbd,E
FearFactor:Unleashed,GBA,2004,Action,Hip Interactive,0.53,0.21,0,0,0.74,30,3,T
Disney'sTheLionKing:Simba'sMightyAdventure,PS,2000,Action,Activision,0.35,0.26,0,0.04,0.65,30,6.9,E
ShellShock2:BloodTrails,X360,2009,Shooter,Eidos Interactive,0.36,0.21,0,0.07,0.64,30,5.9,M
WCWBackstageAssault,N64,2000,Action,Unknown,0.48,0.13,0,0,0.61,30,,
UltimatePartyChallenge,Wii,2009,Misc,Konami Digital Entertainment,0.5,0,0,0.07,0.57,30,tbd,E
VampireRain:AlteredSpecies,PS3,2008,Action,Ignition Entertainment,0.33,0,0,0,0.4,30,3.5,M
SecretService,X360,2008,Action,Activision Value,0.27,0,0,0,0.33,30,5.5,T
AlvinandtheChipmunks,Wii,2007,Misc,Eidos Interactive,0.31,0,0,0,0.31,30,3.6,E
CrimeLife:GangWars,XB,2005,Action,Konami Digital Entertainment,0.22,0.06,0,0,0.28,30,3.4,M
SkyDancers,GBA,2005,Action,Crave Entertainment,0.11,0.06,0,0,0.17,30,,
ElfBowling1&2,GBA,2005,Sports,Ignition Entertainment,0.11,0.06,0,0,0.17,30,,
TenPinAlley2,Wii,2008,Sports,XS Games,0.13,0,0,0,0.13,30,tbd,E
AMFXtremeBowling,PS2,2006,Sports,Mastertronic,0.06,0.06,0,0,0.12,30,4.2,E
ElfBowling1&2,DS,2005,Sports,Ignition Entertainment,0.11,0,0,0,0.11,30,,
RoboCop,XB,2003,Shooter,Titus,0.05,0,0,0,0.1,30,3.6,M
Bratz:ForeverDiamondz,PS2,2006,Adventure,THQ,0.06,0.06,0,0,0.06,30,tbd,E
GameParty2,Wii,2008,Misc,Midway Games,8.53,2.87,0,1.13,12.53,29,4.6,E
AreYouSmarterthana5thGrader?GameTime,Wii,2009,Puzzle,THQ,1.79,0,0,0.14,1.93,29,tbd,E
AreYouSmarterthana5thGrader?GameTime,DS,2009,Puzzle,THQ,1.57,0,0,0.14,1.64,29,tbd,E
AreYouSmarterthana5thGrader?GameTime,X360,2009,Puzzle,THQ,0.86,0,0,0.07,0.86,29,1.3,E
Jumper:Griffin'sStory,X360,2008,Action,Eidos Interactive,0.33,0,0,0,0.4,29,3.3,T
Batman:DarkTomorrow,GC,2003,Action,Kemco,0.3,0.1,0,0,0.4,29,3.2,T
TheGoldenCompass,PSP,2007,Action,Sega,0.69,1,0,0.63,2.31,28,4.1,E10+
MortalKombat:SpecialForces,PS,2000,Fighting,Midway Games,0.52,0.35,0,0.04,0.91,28,2.4,M
TruthorLies,X360,2010,Misc,THQ,0.54,0.23,0,0.08,0.85,28,5.2,T
RogueWarrior,X360,2009,Shooter,Bethesda Softworks,0.64,0.07,0,0.07,0.79,28,2.8,M
GodzillaUnleashed:DoubleSmash,DS,2007,Action,Atari,0.69,0,0,0.06,0.75,28,4.9,E
PeterJackson'sKingKong:TheOfficialGameoftheMovie,DS,2005,Action,Ubisoft,0.67,0,0,0.06,0.72,28,3.2,T
DragonBall:Evolution,PSP,2009,Fighting,Namco Bandai Games,0.64,0,0,0.07,0.71,28,0.9,T
Jumper:Griffin'sStory,Wii,2008,Action,Eidos Interactive,0.53,0,0,0.07,0.6,28,2.5,T
PingPals,DS,2004,Misc,THQ,0.53,0,0,0.05,0.58,28,3.9,E
UltimateDuckHunting,Wii,2009,Sports,Zoo Digital Publishing,0.5,0,0,0.07,0.57,28,tbd,T
Sneakers,XB,2002,Puzzle,Microsoft Game Studios,0.33,0.1,0,0,0.48,28,4.6,E
SimpsonsWrestling,PS,2001,Fighting,Electronic Arts,1.05,5.27,0,0.5,6.86,27,,
ChickenShoot,Wii,2007,Action,Zoo Digital Publishing,2,0,0,0.13,2.19,27,4.8,E10+
LooneyTunes:AcmeArsenal,Wii,2007,Action,Warner Bros. Interactive Entertainment,1.31,0.06,0,0.13,1.44,27,5.1,E10+
ShrekSwampKartSpeedway,GBA,2002,Racing,TDK Mediactive,1.05,0.38,0,0.05,1.43,27,8.9,E
RogueWarrior,PS3,2009,Shooter,Bethesda Softworks,0.79,0.07,0,0.07,0.93,27,2.8,M
BikerMiceFromMars,PS2,2006,Racing,Game Factory,0.18,0.12,0,0.06,0.35,27,tbd,E10+
Godai:ElementalForce,PS2,2002,Action,3DO,0.19,0.14,0,0.05,0.33,27,3.8,T
